dataset_id,size,number_of_classes,number_of_literals,number_of_entities,number_of_properties,number_of_connections,number_of_connected_vertices,average_literals_per_vertex,relevance
16273,52609,0,609,0,731,122,123,4.992,0.0
16275,440620,500,3500,500,4500,1000,501,7.0,0.0
16277,991,1,4,1,6,2,2,4.0,0.0
16279,21691,25,175,25,275,100,48,7.0,0.0
1628,4026,10,30,10,50,20,11,3.0,0.0
16280,196131,43,258,43,429,171,87,6.0,0.0
16282,1028515,500,17175,500,18175,1000,501,34.35,0.0
16287,12869,28,168,28,224,56,29,6.0,0.0
16288,532601,381,3932,381,4694,762,382,10.32,0.0
16289,369462,0,5000,0,5500,500,501,10.0,0.0
1629,1301,2,6,2,10,4,3,3.0,0.0
16290,3108,3,27,3,33,6,4,9.0,0.0
16291,239260,0,3556,0,4056,500,501,7.112,0.0
16292,51028,18,1008,18,1044,36,19,56.0,0.0
16293,447217,500,7907,500,8907,1000,501,15.814,0.0
16294,23748,20,400,20,440,40,21,20.0,0.0
16295,356116,500,6500,500,7500,1000,501,13.0,0.0
16297,458822,500,5993,500,7493,1500,1001,11.986,0.0
16299,143696,0,1799,0,2159,360,361,4.997,0.0
1630,1915,2,18,2,22,4,3,9.0,0.0
16301,498279,500,6307,500,7307,1000,501,12.614,0.0
16302,16794,25,200,25,250,50,26,8.0,0.0
16303,9728,11,123,11,145,22,12,11.182,0.0
16304,83337,174,1044,174,1392,348,175,6.0,0.0
16307,69506,44,275,44,449,174,89,6.25,0.0
16308,27779,57,399,57,513,114,58,7.0,0.0
1631,4312,9,45,9,63,18,10,5.0,0.0
16312,433359,500,3500,500,4500,1000,501,7.0,0.0
16313,292220,500,5000,500,6000,1000,501,10.0,0.0
16314,2355,0,12,0,21,9,10,12.0,0.0
16315,10964,0,202,0,212,10,11,20.2,0.0
16317,13582,8,112,8,128,16,9,14.0,0.0
16319,148738,350,1749,350,2449,700,351,4.997,0.0
1632,1629,3,9,3,15,6,4,3.0,0.0
16320,489460,417,3328,417,4162,834,418,7.981,0.0
16323,214935,0,2197,0,2697,500,501,4.394,0.0
16325,5208,0,36,0,48,12,13,3.0,0.0
16326,2099642,1,6,1,8,2,3,6.0,0.0
16327,1045,1,7,1,9,2,2,7.0,0.0
16328,82124,184,1197,184,1565,368,185,6.505,0.0
1633,7987,11,99,11,121,22,12,9.0,0.0
16330,5274,12,36,12,60,24,13,3.0,0.0
16331,18269,0,215,0,258,43,44,5.0,0.0
16332,299321,394,5122,394,5910,788,395,13.0,0.0
16333,24917,47,281,47,375,94,48,5.979,0.0
16334,15854,25,225,25,275,50,26,9.0,0.0
16336,315402,500,3000,500,4000,1000,501,6.0,0.0
16338,36861,50,332,50,432,100,51,6.64,0.0
1634,273780,500,4067,500,5067,1000,501,8.134,0.0
16340,135417,151,1510,151,1812,302,152,10.0,0.0
16341,55179,0,725,0,819,94,95,7.713,0.0
16343,1568,1,16,1,18,2,2,16.0,0.0
16344,5945,7,84,7,98,14,8,12.0,0.0
16345,387624,265,2385,265,2915,530,266,9.0,0.0
16346,158066,0,1870,0,2244,374,375,5.0,0.0
16347,29653,0,546,0,588,42,43,13.0,0.0
16348,2457511,500,19771,500,20771,1000,501,39.542,0.0
16349,1116,1,5,1,7,2,2,5.0,0.0
1635,209066,10,50,10,70,20,11,5.0,0.0
16351,5048,0,55,0,66,11,12,5.0,0.0
16352,330556,0,2994,0,3494,500,501,5.988,0.0
16355,1157,1,9,1,11,2,2,9.0,0.0
16357,89249,26,749,26,801,52,27,28.808,0.0
16359,47046,66,425,66,659,234,82,6.439,0.0
1636,282248,20,80,20,120,40,21,4.0,0.0
16360,204581,0,2502,0,3002,500,501,5.004,0.0
16361,47668,50,555,50,655,100,51,11.1,0.0
16365,196420,500,2500,500,3500,1000,501,5.0,0.0
16367,26889,29,229,29,342,113,35,7.897,0.0
16368,72279,81,1134,81,1296,162,82,14.0,0.0
1637,267330,17,68,17,102,34,18,4.0,0.0
16370,480624,336,3696,336,4368,672,337,11.0,0.0
16372,5529,3,42,3,48,6,4,14.0,0.0
16373,217339,500,3000,500,4000,1000,501,6.0,0.0
16376,15014,0,192,0,216,24,25,8.0,0.0
16377,107272,0,1003,0,1130,127,128,7.898,0.0
16379,24842,23,185,23,277,92,26,8.043,0.0
1638,228034,19,95,19,133,38,20,5.0,0.0
16380,293648,500,4000,500,5000,1000,501,8.0,0.0
16381,1364596,280,11022,280,11582,560,281,39.364,0.0
16383,1377,1,10,1,12,2,2,10.0,0.0
16384,1754,3,12,3,18,6,4,4.0,0.0
16386,34572,56,448,56,560,112,57,8.0,0.0
16389,35270,59,472,59,590,118,60,8.0,0.0
1639,278269,500,3526,500,4526,1000,501,7.052,0.0
16390,517826,500,8090,500,9090,1000,501,16.18,0.0
16392,128095,500,500,500,1500,1000,501,1.0,0.0
16393,6857,13,65,13,91,26,14,5.0,0.0
16394,205782,257,2296,257,2810,514,258,8.934,0.0
16395,20577,0,230,0,276,46,47,5.0,0.0
16396,127016,0,1480,0,1776,296,297,5.0,0.0
16397,410068,500,5500,500,6500,1000,501,11.0,0.0
16399,9620,0,109,0,123,14,15,7.786,0.0
1640,466003,500,8883,500,9883,1000,501,17.766,0.0
16402,474917,500,4500,500,5500,1000,501,9.0,0.0
16409,1129,1,7,1,9,2,2,7.0,0.0
16410,60878,90,630,90,810,180,92,7.0,0.0
16412,6540,6,48,6,72,24,9,8.0,0.0
16413,7780897,12,84,12,108,24,14,7.0,0.0
16414,93625,0,1105,0,1326,221,222,5.0,0.0
16416,25069,60,300,60,420,120,61,5.0,0.0
16417,19274,0,323,0,342,19,20,17.0,0.0
16418,4513,5,40,5,50,10,6,8.0,0.0
1642,329397,500,4330,500,5330,1000,501,8.66,0.0
16420,13889,10,248,10,268,20,11,24.8,0.0
16421,257102,500,2000,500,3000,1000,501,4.0,0.0
16422,501833,500,7000,500,8000,1000,501,14.0,0.0
16423,226121,436,3052,436,3924,872,437,7.0,0.0
16425,120499,135,2683,135,2953,270,136,19.874,0.0
16426,1141,0,6,0,7,1,2,6.0,0.0
16427,66100,0,795,0,954,159,160,5.0,0.0
16428,13071,22,151,22,195,44,23,6.864,0.0
16429,22526,53,265,53,371,106,54,5.0,0.0
1643,7225,9,90,9,108,18,10,10.0,0.0
16431,30698,44,374,44,462,88,45,8.5,0.0
16432,25569,57,285,57,399,114,58,5.0,0.0
16434,255529,0,2295,0,2677,382,383,6.008,0.0
16435,269649,93,1069,93,1255,186,94,11.495,0.0
16436,1533,2,10,2,14,4,3,5.0,0.0
16438,89063,201,1005,201,1407,402,202,5.0,0.0
1644,23109,27,270,27,324,54,28,10.0,0.0
16442,158888,155,1705,155,2015,310,156,11.0,0.0
16443,10846,25,100,25,150,50,26,4.0,0.0
16445,187716,0,2000,0,2500,500,501,4.0,0.0
16446,14457,20,160,20,220,60,22,8.0,0.0
16447,935957,94,823,94,1011,188,95,8.755,0.0
16449,2216,0,18,0,21,3,4,6.0,0.0
16450,1259678,0,43755,0,44255,500,501,87.51,0.0
16452,204519,0,2000,0,2500,500,501,4.0,0.0
16453,21203,21,168,21,252,84,24,8.0,0.0
16454,5664,4,34,4,50,16,7,8.5,0.0
16458,290091,500,3500,500,4500,1000,501,7.0,0.0
16460,9939,12,130,12,165,35,24,10.833,0.0
16461,3645,3,30,3,36,6,4,10.0,0.0
16462,420220,500,5114,500,6114,1000,501,10.228,0.0
16464,2963,6,24,6,36,12,7,4.0,0.0
16466,1350,1,9,1,11,2,2,9.0,0.0
1647,624134,500,10535,500,11535,1000,501,21.07,0.0
16470,34573,22,132,22,220,88,46,6.0,0.0
16471,417143,500,5500,500,6500,1000,501,11.0,0.0
16472,13105,14,105,14,161,56,17,7.5,0.0
16473,53926,0,721,0,824,103,104,7.0,0.0
16475,25585,52,244,52,348,104,53,4.692,0.0
16476,1077,1,5,1,7,2,2,5.0,0.0
16478,453571,500,5976,500,6976,1000,501,11.952,0.0
16479,5642020,12,84,12,108,24,14,7.0,0.0
1648,589147,500,9776,500,10776,1000,501,19.552,0.0
16480,296995,0,3500,0,4000,500,501,7.0,0.0
16482,118894,0,1405,0,1686,281,282,5.0,0.0
16483,17577,0,180,0,225,45,46,4.0,0.0
16484,17883,23,230,23,299,69,47,10.0,0.0
16485,8955,0,95,0,114,19,20,5.0,0.0
16486,6243,14,70,14,98,28,15,5.0,0.0
16487,7047,0,89,0,102,13,14,6.846,0.0
16488,10803,0,153,0,170,17,18,9.0,0.0
1649,629640,500,10636,500,11636,1000,501,21.272,0.0
16491,2667,4,24,4,32,8,5,6.0,0.0
16494,4702,0,45,0,54,9,10,5.0,0.0
16496,8332,0,84,0,90,6,7,14.0,0.0
16499,84359,174,1044,174,1392,348,175,6.0,0.0
1650,144992,236,2174,236,2646,472,237,9.212,0.0
16500,441318,500,7861,500,8861,1000,501,15.722,0.0
16501,5020,9,54,9,72,18,10,6.0,0.0
16502,1778,2,17,2,21,4,3,8.5,0.0
16504,1413,2,10,2,14,4,3,5.0,0.0
16505,10811,0,115,0,124,9,10,12.778,0.0
16506,349812,500,5000,500,6000,1000,501,10.0,0.0
16507,176020,399,1995,399,2793,798,400,5.0,0.0
16508,112019,180,1440,180,1800,360,181,8.0,0.0
16509,301518,0,4000,0,4500,500,501,8.0,0.0
1651,630114,500,10646,500,11646,1000,501,21.292,0.0
16510,1959,2,24,2,28,4,3,12.0,0.0
16511,381096,500,5882,500,6882,1000,501,11.764,0.0
16512,367064,0,3680,0,4180,500,501,7.36,0.0
16514,9554,0,99,0,110,11,12,9.0,0.0
16517,14643,0,162,0,189,27,28,6.0,0.0
16518,15765,30,143,30,203,60,31,4.767,0.0
1652,634834,500,10686,500,11686,1000,501,21.372,0.0
16520,914420,101,16867,101,17069,202,102,167.0,0.0
16521,89916,0,1015,0,1218,203,204,5.0,0.0
16522,24249,52,244,52,348,104,53,4.692,0.0
16524,2455,3,32,3,38,6,4,10.667,0.0
16526,35550,30,330,30,390,60,31,11.0,0.0
16528,3937523,51,612,51,714,102,52,12.0,0.0
16530,78286,162,972,162,1296,324,163,6.0,0.0
16531,35265,0,435,0,522,87,88,5.0,0.0
16532,134974,0,1595,0,1914,319,320,5.0,0.0
16533,434977,500,5809,500,6809,1000,501,11.618,0.0
16534,152577,0,1394,0,1513,119,120,11.714,0.0
16535,116781,0,1360,0,1632,272,273,5.0,0.0
16536,206575,0,2467,0,2967,500,501,4.934,0.0
16537,146366,148,1712,148,2008,296,149,11.568,0.0
16538,15432,30,143,30,203,60,31,4.767,0.0
16539,84561,174,1044,174,1392,348,175,6.0,0.0
16541,2223,0,18,0,21,3,4,6.0,0.0
16542,329611,0,3000,0,3500,500,501,6.0,0.0
16543,459510,500,5497,500,6497,1000,501,10.994,0.0
16544,105623,181,1448,181,1810,362,182,8.0,0.0
16545,211776,500,3000,500,4000,1000,501,6.0,0.0
16546,652532,500,11500,500,12500,1000,501,23.0,0.0
16548,18743,19,152,19,228,76,22,8.0,0.0
16549,163465,131,1572,131,1834,262,132,12.0,0.0
1655,144992,236,2174,236,2646,472,237,9.212,0.0
16551,6647,0,70,0,77,7,8,10.0,0.0
16552,50105,45,385,45,565,180,49,8.556,0.0
16554,256879,500,3500,500,4500,1000,501,7.0,0.0
16555,448674,500,5490,500,6490,1000,501,10.98,0.0
16556,324320,0,4500,0,5000,500,501,9.0,0.0
16557,2009,1,21,1,23,2,2,21.0,0.0
16558,20930,30,300,30,360,60,31,10.0,0.0
16559,552858,500,9920,500,10920,1000,501,19.84,0.0
1656,239708,500,2818,500,3818,1000,501,5.636,0.5
16560,307709,227,4061,227,4515,454,228,17.89,0.0
16561,2558238,500,19967,500,20967,1000,501,39.934,0.0
16562,12191,11,209,11,231,22,12,19.0,0.0
16564,8737,20,100,20,140,40,21,5.0,0.0
16565,88693,26,749,26,801,52,27,28.808,0.0
16566,89104,0,1065,0,1158,93,94,11.452,0.0
16567,71906,109,763,109,981,218,110,7.0,0.0
16568,2553161,500,19989,500,20989,1000,501,39.978,0.0
16569,4532,9,45,9,63,18,10,5.0,0.0
16570,61090,0,1044,0,1102,58,59,18.0,0.0
16571,258178,301,3010,301,3612,602,302,10.0,0.0
16573,50751,0,570,0,684,114,115,5.0,0.0
16574,1067,1,6,1,8,2,2,6.0,0.0
16575,11155,9,54,9,90,36,20,6.0,0.0
16576,264151,0,3770,0,4270,500,501,7.54,0.0
16577,1220572,251,9863,251,10365,502,252,39.295,0.0
16578,287787,500,4000,500,5000,1000,501,8.0,0.0
1658,9013,11,121,11,143,22,12,11.0,0.0
16580,39398,36,973,36,1045,72,37,27.028,0.0
16581,320266,500,4989,500,5989,1000,501,9.978,0.0
16582,12565,11,198,11,220,22,12,18.0,0.0
16583,1527,2,10,2,14,4,3,5.0,0.0
16584,367772,0,3380,0,3880,500,501,6.76,0.0
16585,4309,5,40,5,50,10,6,8.0,0.0
16586,3894,6,36,6,48,12,7,6.0,0.0
1659,30268,54,324,54,432,108,55,6.0,0.0
16590,212071,0,2000,0,2500,500,501,4.0,0.0
16591,384590,500,3490,500,4990,1500,503,6.98,0.0
16592,306349,39,2880,39,2958,78,40,73.846,0.0
16593,354450,0,4000,0,4500,500,501,8.0,0.0
16594,214308,0,2497,0,2997,500,501,4.994,0.0
16596,3003,2,28,2,32,4,3,14.0,0.0
16597,12095,4,41,4,49,8,5,10.25,0.0
16598,2564257,500,19985,500,20985,1000,501,39.97,0.0
1660,95609,143,1285,143,1571,286,144,8.986,0.0
16600,455472,500,5942,500,6942,1000,501,11.884,0.0
16602,1123716,230,9100,230,9560,460,231,39.565,0.0
16603,14385,0,198,0,231,33,34,6.0,0.0
16604,1208756,0,40306,0,40806,500,501,80.612,0.0
16606,4846,8,56,8,72,16,9,7.0,0.0
16607,500055,500,12353,500,13353,1000,501,24.706,0.0
16608,1040373,500,16707,500,17707,1000,501,33.414,0.0
16609,399918,500,4940,500,5940,1000,501,9.88,0.0
16610,15932,18,134,18,203,69,24,7.444,0.0
16611,27324,0,325,0,390,65,66,5.0,0.0
16612,80787,162,972,162,1296,324,163,6.0,0.0
16614,17060,18,180,18,216,36,19,10.0,0.0
16615,8599,12,96,12,120,24,13,8.0,0.0
16617,7086,0,80,0,96,16,17,5.0,0.0
16618,1328,1,8,1,10,2,2,8.0,0.0
16619,2875,2,28,2,32,4,3,14.0,0.0
16623,53733,0,852,0,897,45,46,18.933,0.0
16625,92685,0,1110,0,1332,222,223,5.0,0.0
16626,463248,500,5500,500,6500,1000,501,11.0,0.0
16627,63341,0,763,0,878,115,116,6.635,0.0
16628,325511,0,3000,0,3500,500,501,6.0,0.0
16629,9729,10,170,10,190,20,11,17.0,0.0
16632,401890,246,2460,246,2952,492,247,10.0,0.0
16633,52866,44,488,44,576,88,45,11.091,0.0
16634,48881,110,550,110,770,220,111,5.0,0.0
16635,13857,0,252,0,266,14,15,18.0,0.0
16638,500066,0,13936,0,14070,134,135,104.0,0.0
1664,169230,278,1173,278,1857,684,407,4.219,0.5
16641,293931,500,5000,500,6000,1000,501,10.0,0.0
16643,6379,5,105,5,115,10,6,21.0,0.0
16645,1423,0,15,0,16,1,2,15.0,0.0
16648,73172,81,810,81,972,162,82,10.0,0.0
16649,97776,85,655,85,989,334,130,7.706,0.0
1665,75728,40,635,40,753,118,75,15.875,0.75
16651,403094,0,4500,0,5000,500,501,9.0,0.0
16654,90913,144,1112,144,1400,288,145,7.722,0.0
16655,4736,6,48,6,60,12,7,8.0,0.0
16656,190105,199,2058,199,2654,596,219,10.342,0.0
16657,340744,500,5706,500,6706,1000,501,11.412,0.0
1666,645149,1000,9182,1000,11182,2000,1002,9.182,0.0
16660,45709,0,484,0,605,121,122,4.0,0.0
16661,372456,0,4597,0,5073,476,477,9.658,0.0
16662,2653562,500,20044,500,21044,1000,501,40.088,0.0
16663,1742,1,15,1,17,2,2,15.0,0.0
16665,317161,0,3000,0,3500,500,501,6.0,0.0
16666,23985,31,399,31,461,62,32,12.871,0.0
16667,179081,0,2406,0,2604,198,199,12.152,0.0
16668,4759,4,20,4,35,15,9,5.0,0.0
16669,5495,5,25,5,50,25,17,5.0,0.0
1667,535123,500,8726,500,9726,1000,501,17.452,0.5
16670,389472,500,3987,500,4987,1000,501,7.974,0.0
16671,71035,102,741,102,945,204,103,7.265,0.0
16672,13614,32,160,32,224,64,33,5.0,0.0
16673,8547,20,60,20,100,40,21,3.0,0.0
16676,7082,0,80,0,96,16,17,5.0,0.0
16679,1084336,0,31159,0,31659,500,501,62.318,0.0
16681,21199,13,116,13,168,52,16,8.923,0.0
16682,38997,0,354,0,406,52,53,6.808,0.0
16683,209219,0,2500,0,3000,500,501,5.0,0.0
16685,989,1,5,1,7,2,2,5.0,0.0
16686,202386,500,2184,500,3184,1000,501,4.368,0.0
16687,9762,4,28,4,44,16,10,7.0,0.0
16688,146677,238,1428,238,1904,476,239,6.0,0.0
1669,477361,0,7661,0,8161,500,501,15.322,0.0
16691,3183,4,44,4,52,8,5,11.0,0.0
16694,222099,0,3000,0,3500,500,501,6.0,0.0
16695,13537,0,161,0,193,32,33,5.031,0.0
16697,46383,59,397,59,601,204,68,6.729,0.0
16698,197578,0,2108,0,2441,333,334,6.33,0.0
16699,256884,481,2878,481,3840,962,482,5.983,0.0
1670,382474,0,5000,0,5500,500,501,10.0,0.5
16700,415471,486,5246,486,6218,972,487,10.794,0.0
16702,15639,30,143,30,203,60,31,4.767,0.0
16703,1316,1,10,1,12,2,2,10.0,0.0
16705,920742,0,23000,0,23500,500,501,46.0,0.0
16706,26090,24,371,24,432,61,37,15.458,0.0
16707,13041,22,149,22,193,44,23,6.773,0.0
16708,1096,1,6,1,8,2,2,6.0,0.0
16709,25075,13,241,13,283,42,30,18.538,0.0
1671,260174,500,3500,500,4500,1000,501,7.0,0.0
16710,251910,0,3591,0,4091,500,501,7.182,0.0
16711,63893,0,588,0,686,98,99,6.0,0.0
16712,34584,83,332,83,498,166,84,4.0,0.0
16714,177048,237,2136,237,2617,481,245,9.013,0.0
16715,235951,500,3000,500,4000,1000,501,6.0,0.0
16716,7183,0,80,0,96,16,17,5.0,0.0
16717,1487,1,13,1,15,2,2,13.0,0.0
16718,78287,162,972,162,1296,324,163,6.0,0.0
16719,74963,0,993,0,1103,110,111,9.027,0.0
1672,398935,500,5026,500,6026,1000,501,10.052,0.0
16721,279467,239,4596,239,5270,674,339,19.23,0.0
16722,268700,500,2668,500,3668,1000,501,5.336,0.0
16723,1265,1,11,1,13,2,2,11.0,0.0
16724,6603,5,70,5,80,10,6,14.0,0.0
16725,359867,0,3000,0,3500,500,501,6.0,0.0
16726,3369,6,30,6,42,12,7,5.0,0.0
16728,1821543,0,59453,0,59953,500,501,118.906,0.0
1673,566025,0,9832,0,10332,500,501,19.664,0.0
16730,2013,0,15,0,16,1,2,15.0,0.0
16732,23734,0,248,0,310,62,63,4.0,0.0
16734,5972,4,47,4,63,16,11,11.75,0.0
16735,1824,1,9,1,11,2,2,9.0,0.0
16736,25354,52,244,52,348,104,53,4.692,0.0
16737,5373,3,42,3,48,6,4,14.0,0.0
16738,51989,42,252,42,418,166,84,6.0,0.0
16739,3450,7,28,7,42,14,8,4.0,0.0
1674,558874,0,9680,0,10180,500,501,19.36,0.0
16740,223230,261,2599,261,3121,522,262,9.958,0.0
16741,1557852,0,46209,0,46709,500,501,92.418,0.0
16742,6196,7,70,7,84,14,8,10.0,0.0
16743,209205,0,2500,0,3000,500,501,5.0,0.0
16744,111639,105,837,105,1047,210,106,7.971,0.0
16745,316342,500,2945,500,3945,1000,501,5.89,0.0
16747,64692,0,813,0,889,76,77,21.395,0.0
16748,1102,1,7,1,9,2,2,7.0,0.0
16749,204021,39,2880,39,2958,78,40,73.846,0.0
1675,358670,0,4585,0,5085,500,501,9.17,0.0
16750,2576,2,12,2,20,8,6,6.0,0.0
16751,324787,0,3012,0,3512,500,501,6.024,0.0
16753,107899,153,1354,153,1660,306,154,8.85,0.0
16755,81416,162,972,162,1296,324,163,6.0,0.0
16756,1806,2,19,2,23,4,3,9.5,0.0
16757,404804,257,4271,257,4785,514,258,16.619,0.0
16759,7567,7,112,7,126,14,8,16.0,0.0
1676,240139,500,2500,500,3500,1000,501,5.0,0.0
16761,54682,115,690,115,920,230,116,6.0,0.0
16762,30186,68,340,68,476,136,69,5.0,0.0
16765,481982,500,6000,500,7000,1000,501,12.0,0.0
16766,370931,0,4060,0,4560,500,501,8.12,0.0
16768,221603,500,2500,500,3500,1000,501,5.0,0.0
16769,4323,4,64,4,72,8,5,16.0,0.0
1677,564078,0,9845,0,10345,500,501,19.69,0.0
16770,67547,75,648,75,798,150,76,8.64,0.0
16771,81243,113,1347,113,1573,226,114,11.92,0.0
16772,22665,0,272,0,327,55,56,4.945,0.0
16773,48866,44,544,44,632,88,45,12.364,0.0
16775,7897,0,78,0,91,13,14,6.0,0.0
16776,263881,500,2188,500,3188,1000,501,4.376,0.0
16778,81204,184,1197,184,1565,368,185,6.505,0.0
16779,511601,500,5496,500,6496,1000,501,10.992,0.0
1678,635692,0,11063,0,11563,500,501,22.126,0.0
16780,429919,500,3668,500,4668,1000,501,7.336,0.0
16781,304969,38,2878,38,2954,76,39,75.737,0.0
16783,305735,39,2880,39,2958,78,40,73.846,0.0
16785,336408,500,4500,500,5500,1000,501,9.0,0.0
16786,1557,1,11,1,13,2,2,11.0,0.0
16787,91396,118,954,118,1190,236,119,8.085,0.0
16788,105274,0,1079,0,1214,135,136,7.993,0.0
16789,13502,19,152,19,190,38,20,8.0,0.0
1679,530629,0,7722,0,8222,500,501,15.444,0.0
16790,55291,62,566,62,690,124,63,9.129,0.0
16791,359135,0,3000,0,3500,500,501,6.0,0.0
16793,1536,2,10,2,14,4,3,5.0,0.0
16794,6236,0,70,0,84,14,15,5.0,0.0
16795,162409,0,1504,0,1623,119,120,12.639,0.0
16797,7160,0,80,0,96,16,17,5.0,0.0
1680,560524,0,9855,0,10355,500,501,19.71,0.0
16800,34797,45,313,45,459,146,49,6.956,0.0
16801,11120,0,97,0,104,7,8,13.857,0.0
16804,7581,0,90,0,103,13,14,6.923,0.0
16805,365393,0,3500,0,4000,500,501,7.0,0.0
16806,609859,281,5814,281,6376,562,282,20.69,0.0
16807,54054,58,923,58,1039,116,59,15.914,0.0
16808,143689,234,1872,234,2340,468,235,8.0,0.0
16809,11798,25,100,25,150,50,26,4.0,0.0
1681,519963,500,9578,500,10578,1000,501,19.156,0.0
16810,2118,4,16,4,24,8,5,4.0,0.0
16811,33120,0,395,0,474,79,80,5.0,0.0
16812,5324,4,56,4,64,8,5,14.0,0.0
16814,12760,8,224,8,240,16,9,28.0,0.0
16815,449223,500,5980,500,6980,1000,501,11.96,0.0
16817,82271,64,320,64,512,192,67,5.0,0.0
16818,211456,0,2500,0,3000,500,501,5.0,0.0
16820,81401,0,970,0,1164,194,195,5.0,0.0
16823,83597,184,1197,184,1565,368,185,6.505,0.0
16824,24150,25,200,25,275,75,27,8.0,0.0
16827,269252,0,3956,0,4456,500,501,7.912,0.0
16828,2716,4,24,4,32,8,5,6.0,0.0
16829,15839,10,60,10,100,40,22,6.0,0.0
1683,181996,0,2394,0,2736,342,343,7.0,0.0
16831,147659,143,1397,143,1683,286,144,9.769,0.0
16832,425220,500,7501,500,8501,1000,501,15.002,0.0
16833,204515,500,2000,500,3000,1000,501,4.0,0.0
16834,296734,0,3000,0,3500,500,501,6.0,0.0
16835,98966,0,1382,0,1545,163,164,8.479,0.0
16837,316223,0,3000,0,3500,500,501,6.0,0.0
16838,190595,500,2000,500,3000,1000,501,4.0,0.0
16839,9623,10,153,10,173,20,11,15.3,0.0
1684,6879,12,72,12,96,24,13,6.0,0.0
16840,31042,75,300,75,450,150,76,4.0,0.0
16841,4500,5,65,5,75,10,6,13.0,0.0
16842,41518,0,497,0,597,100,101,4.97,0.0
16844,183713,500,2000,500,3000,1000,501,4.0,0.0
16846,25924,58,290,58,406,116,59,5.0,0.0
16847,88975,0,1056,0,1271,215,216,4.912,0.0
16848,188884,500,2500,500,3500,1000,501,5.0,0.0
16849,4294,6,54,6,66,12,7,9.0,0.0
1685,358942,0,6311,0,6811,500,501,12.622,0.0
16851,1420,1,12,1,14,2,2,12.0,0.0
16852,2398501,500,19759,500,20759,1000,501,39.518,0.0
16853,22831,23,161,23,253,92,48,7.0,0.0
16855,6244,6,48,6,72,24,9,8.0,0.0
16856,24216,52,244,52,348,104,53,4.692,0.0
16857,220613,0,2500,0,3000,500,501,5.0,0.0
16858,28613,58,342,58,458,116,59,5.897,0.0
16859,259729,500,3000,500,4000,1000,501,6.0,0.0
1686,566622,0,9903,0,10403,500,501,19.806,0.0
16861,45793,47,531,47,625,94,48,11.298,0.0
16862,462948,500,5487,500,6487,1000,501,10.974,0.0
16863,109660,176,1408,176,1760,352,178,8.0,0.0
16864,11701,15,150,15,180,30,16,10.0,0.0
16865,1265,1,11,1,13,2,2,11.0,0.0
16866,18483,43,172,43,258,86,44,4.0,0.0
16869,546849,500,7500,500,8500,1000,501,15.0,0.0
1687,566166,0,9823,0,10323,500,501,19.646,0.0
16871,7744,5,40,5,60,20,12,8.0,0.0
16872,4840,4,76,4,84,8,5,19.0,0.0
16873,33055,31,247,31,371,124,35,7.968,0.0
16876,4051,3,42,3,48,6,4,14.0,0.0
16877,27402,0,288,0,360,72,73,4.0,0.0
16878,21009,21,268,21,310,42,22,12.762,0.0
1688,566091,0,9804,0,10304,500,501,19.608,0.0
16880,1945,1,7,1,11,4,5,7.0,0.0
16881,5228,0,65,0,73,8,9,8.125,0.0
16883,25379,52,244,52,348,104,53,4.692,0.0
16885,10944,11,132,11,154,22,12,12.0,0.0
16886,2983,0,42,0,44,2,3,21.0,0.0
16887,35139,43,319,43,490,171,58,7.419,0.0
16888,6100,7,52,7,73,21,9,7.429,0.0
16889,1447,0,15,0,16,1,2,15.0,0.0
1689,677050,0,11650,0,12150,500,501,23.3,0.0
16891,330386,500,4998,500,5998,1000,501,9.996,0.0
16892,333651,0,3000,0,3500,500,501,6.0,0.0
16893,1552,1,11,1,13,2,2,11.0,0.0
16894,3718,0,35,0,40,5,6,7.0,0.0
16895,92613,144,1152,144,1440,288,145,8.0,0.0
16897,33080,52,416,52,520,104,53,8.0,0.0
16899,3215,4,44,4,52,8,5,11.0,0.0
1690,960547,970,10664,970,12604,1940,972,10.994,0.0
16900,1210,0,7,0,8,1,2,7.0,0.0
16901,47169,49,547,49,645,98,50,11.163,0.0
16902,5068,0,40,0,45,5,6,8.0,0.0
16905,137483,82,2351,82,2515,164,83,28.671,0.0
16906,1057,1,6,1,8,2,2,6.0,0.0
16907,1729,2,18,2,22,4,3,9.0,0.0
16908,1741,3,12,3,18,6,4,4.0,0.0
16909,231461,0,2718,0,3218,500,501,5.436,0.0
1691,1027872,0,10222,0,10722,500,501,20.444,1.0
16911,289614,0,4000,0,4500,500,501,8.0,0.0
16914,149903,168,1292,168,1946,654,247,7.69,0.0
16915,208163,0,2500,0,3000,500,501,5.0,0.0
16917,26164,0,368,0,414,46,47,8.0,0.0
16919,108427,0,1305,0,1566,261,262,5.0,0.0
16920,71278,50,401,50,601,200,53,8.02,0.0
16921,464246,500,6000,500,7000,1000,501,12.0,0.0
16922,1546,1,11,1,13,2,2,11.0,0.0
16923,81766,174,1044,174,1392,348,175,6.0,0.0
16924,372233,0,5500,0,6000,500,501,11.0,0.0
16925,25092,33,208,33,274,66,34,6.303,0.0
16927,464465,500,6000,500,7000,1000,501,12.0,0.0
16928,384973,500,4993,500,5993,1000,501,9.986,0.0
16929,401858,0,4500,0,5000,500,501,9.0,0.0
16930,2861,6,24,6,36,12,7,4.0,0.0
16933,8752,9,153,9,171,18,10,17.0,0.0
